,MAGLIE,CAMICIE,GONNE,PANTALONI,VESTITI,GIACCHE
2020-04-13,0,0,0,0,0,0
2020-04-14,0,0,0,0,0,0
2020-04-15,0,0,0,0,0,0
2020-04-16,0,0,0,0,0,0
2020-04-17,0,0,0,0,0,0
2020-04-18,0,0,0,0,0,0
2020-04-19,0,0,0,0,0,0
2020-04-20,0,0,0,0,0,0
2020-04-21,0,0,0,0,0,0
2020-04-22,0,0,0,0,0,0
2020-04-23,0,0,0,0,0,0
2020-04-24,0,0,0,0,0,0
2020-04-25,0,0,0,0,0,0
2020-04-26,0,0,0,0,0,0
2020-04-27,0,0,0,0,0,0
2020-04-28,0,0,0,0,0,0
2020-04-29,0,0,0,0,0,0
2020-04-30,0,0,0,0,0,0
2020-05-01,0,0,0,0,0,0
2020-05-02,0,0,0,0,0,0
2020-05-03,0,0,0,0,0,0
2020-05-04,0,0,0,0,0,0
2020-05-05,0,0,0,0,0,0
2020-05-06,0,0,0,0,0,0
2020-05-07,0,0,0,0,0,0
2020-05-08,0,0,0,0,0,0
2020-05-09,0,0,0,0,0,0
2020-05-10,0,0,0,0,0,0
2020-05-11,0,0,0,0,0,0
2020-05-12,0,0,0,0,0,0
2020-05-13,0,0,0,0,0,0
2020-05-14,0,0,0,0,0,0
2020-05-15,0,0,0,0,0,0
2020-05-16,0,0,0,0,0,0
2020-05-17,0,0,0,0,0,0
2020-05-18,5,5,0,7,3,1
2020-05-19,0,1,0,2,1,1
2020-05-20,8,7,2,8,3,1
2020-05-21,16,16,3,11,3,0
2020-05-22,6,9,2,3,6,1
2020-05-23,16,10,3,1,7,0
2020-05-24,11,17,2,25,3,1
2020-05-25,10,10,2,2,2,0
2020-05-26,9,3,2,5,2,3
2020-05-27,11,6,0,10,4,3
2020-05-28,10,13,2,10,5,0
2020-05-29,8,12,1,17,7,0
2020-05-30,15,14,7,35,8,0
2020-05-31,16,19,6,22,11,0
2020-06-01,13,26,5,29,12,3
2020-06-02,9,14,2,15,4,4
2020-06-03,14,19,2,12,4,2
2020-06-04,22,11,0,8,5,2
2020-06-05,13,17,1,27,4,1
2020-06-06,30,18,2,18,19,1
2020-06-07,16,23,9,15,9,3
2020-06-08,17,16,0,18,4,1
2020-06-09,8,15,2,9,6,2
2020-06-10,15,14,0,28,7,3
2020-06-11,20,32,3,22,8,4
2020-06-12,26,17,3,15,7,4
2020-06-13,33,27,7,52,4,8
2020-06-14,31,40,3,39,14,4
2020-06-15,13,18,1,31,10,4
2020-06-16,16,21,2,23,5,0
2020-06-17,25,16,0,28,8,2
2020-06-18,21,21,0,27,9,7
2020-06-19,17,23,0,29,9,3
2020-06-20,32,18,0,41,16,5
2020-06-21,18,48,5,46,15,1
2020-06-22,7,19,2,18,12,5
2020-06-23,14,15,1,19,4,1
2020-06-24,18,16,1,26,14,1
2020-06-25,16,24,2,19,8,1
2020-06-26,15,15,2,21,9,2
2020-06-27,13,39,4,24,16,2
2020-06-28,14,31,1,31,11,0
2020-06-29,12,21,0,16,13,0
2020-06-30,11,24,1,22,13,2
2020-07-01,18,8,6,3,12,0
2020-07-02,12,8,2,5,13,1
2020-07-03,5,5,0,11,11,1
2020-07-04,16,9,1,19,15,1
2020-07-05,10,7,2,4,14,0
2020-07-06,10,3,1,6,6,1
2020-07-07,9,5,4,7,3,0
2020-07-08,2,8,4,3,6,1
2020-07-09,7,6,5,2,7,0
2020-07-10,6,10,1,9,12,1
2020-07-11,21,19,5,14,24,1
2020-07-12,17,8,6,10,18,0
2020-07-13,8,9,1,8,9,0
2020-07-14,8,15,0,9,9,1
2020-07-15,21,33,6,20,12,1
2020-07-16,21,21,3,17,14,2
2020-07-17,12,25,1,13,2,1
2020-07-18,24,26,9,18,27,0
2020-07-19,21,9,1,16,20,0
2020-07-20,8,15,3,9,12,0
2020-07-21,11,13,6,17,14,2
2020-07-22,22,16,2,20,15,0
2020-07-23,5,8,1,13,8,0
2020-07-24,10,13,3,13,14,2
2020-07-25,15,33,6,17,24,1
2020-07-26,24,21,11,22,22,0
2020-07-27,17,15,7,9,11,0
2020-07-28,3,11,3,16,12,0
2020-07-29,6,26,5,12,16,1
2020-07-30,7,6,3,8,11,0
2020-07-31,14,9,5,14,15,2
2020-08-01,18,28,14,28,34,1
2020-08-02,19,22,11,31,36,3
2020-08-03,5,13,1,15,25,1
2020-08-04,10,9,2,8,14,0
2020-08-05,12,30,3,16,16,3
2020-08-06,17,14,1,18,21,1
2020-08-07,12,12,3,9,32,3
2020-08-08,11,21,6,12,36,3
2020-08-09,13,19,1,16,23,3
2020-08-10,17,13,3,14,25,3
2020-08-11,7,15,2,15,25,4
2020-08-12,15,18,1,10,19,2
2020-08-13,21,12,8,14,24,5
2020-08-14,5,10,2,8,10,3
2020-08-15,7,4,1,2,5,2
2020-08-16,13,18,8,12,16,0
2020-08-17,9,20,2,15,12,2
2020-08-18,7,14,7,6,11,2
2020-08-19,16,14,4,17,16,5
2020-08-20,9,5,2,8,18,4
2020-08-21,8,11,4,3,17,5
2020-08-22,10,6,3,7,24,5
2020-08-23,9,12,7,6,14,3
2020-08-24,7,9,2,4,11,3
2020-08-25,10,12,3,7,24,5
2020-08-26,13,14,6,14,13,3
2020-08-27,10,19,3,10,19,8
2020-08-28,10,15,6,11,18,6
2020-08-29,17,29,11,18,41,19
2020-08-30,12,27,10,27,24,15
2020-08-31,9,18,6,12,28,19
2020-09-01,6,11,3,8,11,11
2020-09-02,12,15,3,15,21,15
2020-09-03,17,13,7,21,18,10
2020-09-04,6,21,7,13,15,10
2020-09-05,16,31,10,16,15,14
2020-09-06,20,30,9,27,22,20
2020-09-07,14,12,5,13,7,9
2020-09-08,14,13,4,17,13,14
2020-09-09,19,6,2,13,17,11
2020-09-10,17,11,8,22,14,13
2020-09-11,17,18,2,18,14,12
2020-09-12,31,39,4,32,38,28
2020-09-13,30,45,6,37,33,17
2020-09-14,6,20,1,11,16,11
2020-09-15,9,17,6,12,19,10
2020-09-16,7,14,8,10,21,9
2020-09-17,12,22,8,10,8,14
2020-09-18,5,21,4,9,12,8
2020-09-19,28,29,15,33,32,27
2020-09-20,27,30,11,27,38,26
2020-09-21,15,31,9,16,17,13
2020-09-22,14,21,13,11,25,24
2020-09-23,16,11,5,12,27,27
2020-09-24,19,18,6,16,27,19
2020-09-25,23,22,5,20,36,31
2020-09-26,35,33,15,23,58,34
2020-09-27,36,26,10,23,67,32
2020-09-28,27,17,6,11,23,24
2020-09-29,24,29,8,19,17,22
2020-09-30,42,24,7,15,19,21
2020-10-01,41,19,4,15,24,22
2020-10-02,35,14,5,16,23,21
2020-10-03,75,23,12,37,60,40
2020-10-04,70,34,11,22,45,36
2020-10-05,41,13,5,23,26,26
2020-10-06,36,9,4,14,24,11
2020-10-07,16,11,5,10,27,18
2020-10-08,32,15,7,23,27,17
2020-10-09,38,15,5,22,27,16
2020-10-10,107,26,24,40,60,50
2020-10-11,55,26,16,25,59,34
2020-10-12,24,7,6,18,20,12
2020-10-13,24,12,8,20,21,16
2020-10-14,32,13,15,13,25,20
2020-10-15,32,13,2,15,14,8
2020-10-16,50,18,10,21,24,20
2020-10-17,79,19,7,21,33,21
2020-10-18,51,12,9,22,24,29
2020-10-19,39,5,6,13,27,12
2020-10-20,25,7,7,20,18,16
2020-10-21,40,2,7,9,8,12
2020-10-22,33,6,5,12,22,16
2020-10-23,56,12,5,19,35,12
2020-10-24,0,0,0,0,0,0
2020-10-25,0,0,0,0,0,0
2020-10-26,35,0,6,10,10,6
2020-10-27,25,0,1,5,15,6
2020-10-28,15,0,4,4,11,7
2020-10-29,24,0,1,9,13,5
2020-10-30,41,0,4,9,12,5
2020-10-31,0,0,0,0,0,0
2020-11-01,0,0,0,0,0,0
2020-11-02,56,0,6,4,13,12
2020-11-03,28,0,4,7,10,12
2020-11-04,32,0,3,8,6,9
2020-11-05,33,0,2,8,8,4
2020-11-06,0,0,0,0,0,0
2020-11-07,0,0,0,0,0,0
2020-11-08,0,0,0,0,0,0
2020-11-09,0,0,0,0,0,0
2020-11-10,0,0,0,0,0,0
2020-11-11,0,0,0,0,0,0
2020-11-12,0,0,0,0,0,0
2020-11-13,0,0,0,0,0,0
2020-11-14,0,0,0,0,0,0
2020-11-15,0,0,0,0,0,0
2020-11-16,0,0,0,0,0,0
2020-11-17,0,0,0,0,0,0
2020-11-18,0,0,0,0,0,0
2020-11-19,0,0,0,0,0,0
2020-11-20,0,0,0,0,0,0
2020-11-21,0,0,0,0,0,0
2020-11-22,0,0,0,0,0,0
2020-11-23,0,0,0,0,0,0
2020-11-24,0,0,0,0,0,0
2020-11-25,0,0,0,0,0,0
2020-11-26,0,0,0,0,0,0
2020-11-27,0,0,0,0,0,0
2020-11-28,0,0,0,0,0,0
2020-11-29,0,0,0,0,0,0
2020-11-30,0,0,0,0,0,0
2020-12-01,0,0,0,0,0,0
2020-12-02,0,0,0,0,0,0
2020-12-03,0,0,0,0,0,0
2020-12-04,0,0,0,0,0,0
2020-12-05,0,0,0,0,0,0
2020-12-06,0,0,0,0,0,0
2020-12-07,0,0,0,0,0,0
2020-12-08,0,0,0,0,0,0
2020-12-09,59,0,3,13,5,10
2020-12-10,30,3,5,10,6,13
2020-12-11,94,4,7,14,2,11
2020-12-12,0,0,0,0,0,0
2020-12-13,0,0,0,0,0,0
2020-12-14,79,2,9,15,6,18
2020-12-15,5,1,0,0,0,0
2020-12-16,3,0,0,0,0,0
2020-12-17,0,0,0,0,0,1
2020-12-18,0,0,0,1,0,0
2020-12-19,0,0,0,0,0,0
2020-12-20,0,0,0,0,0,0
2020-12-21,1,0,0,1,0,0
2020-12-22,1,0,0,0,0,0
2020-12-23,4,1,0,0,0,0
2020-12-24,0,0,0,0,0,0
2020-12-25,0,0,0,0,0,0
2020-12-26,0,0,0,0,0,0
2020-12-27,0,0,0,0,0,0
2020-12-28,0,0,0,0,0,0
2020-12-29,3,0,0,0,0,0
2020-12-30,1,0,0,2,0,0
