,MAGLIE,CAMICIE,GONNE,PANTALONI,VESTITI,GIACCHE
2017-05-08,22,3,0,15,8,11
2017-05-09,23,27,1,23,6,5
2017-05-10,11,13,1,10,5,6
2017-05-11,20,22,0,19,5,8
2017-05-12,10,15,0,7,6,10
2017-05-13,26,19,1,18,4,11
2017-05-14,0,0,0,0,0,0
2017-05-15,18,8,0,11,8,3
2017-05-16,23,19,2,11,1,9
2017-05-17,31,18,2,22,3,7
2017-05-18,24,31,3,21,4,5
2017-05-19,21,19,0,18,6,5
2017-05-20,13,19,0,27,16,11
2017-05-21,0,0,0,0,0,0
2017-05-22,12,22,0,21,4,5
2017-05-23,23,15,0,20,3,8
2017-05-24,17,18,0,26,4,5
2017-05-25,23,21,0,14,5,4
2017-05-26,28,29,3,33,11,6
2017-05-27,33,36,4,31,12,7
2017-05-28,0,0,0,0,0,0
2017-05-29,20,14,1,14,10,0
2017-05-30,19,17,0,34,12,4
2017-05-31,23,29,0,23,5,4
2017-06-01,17,22,1,34,11,7
2017-06-02,0,0,0,0,0,0
2017-06-03,12,21,2,20,8,3
2017-06-04,0,0,0,0,0,0
2017-06-05,14,22,2,26,15,2
2017-06-06,12,21,3,17,10,5
2017-06-07,31,26,2,38,3,7
2017-06-08,16,19,4,31,18,2
2017-06-09,19,23,1,27,13,4
2017-06-10,20,18,0,21,15,4
2017-06-11,0,0,0,0,0,0
2017-06-12,13,33,0,25,10,1
2017-06-13,17,29,1,28,2,2
2017-06-14,14,24,0,18,4,2
2017-06-15,14,24,1,21,8,1
2017-06-16,11,10,2,21,10,0
2017-06-17,6,14,0,19,4,1
2017-06-18,0,0,0,0,0,0
2017-06-19,14,10,1,17,6,2
2017-06-20,4,16,2,15,3,2
2017-06-21,10,19,1,12,4,1
2017-06-22,6,12,2,12,0,1
2017-06-23,1,1,0,0,1,0
2017-06-24,0,2,0,0,1,0
2017-06-25,0,0,0,0,0,0
2017-06-26,0,0,0,0,0,0
2017-06-27,0,0,0,0,0,0
2017-06-28,0,0,0,0,0,0
2017-06-29,0,0,0,0,0,0
2017-06-30,0,0,0,0,0,0
2017-07-01,8,3,0,7,3,1
2017-07-02,0,0,0,0,0,0
2017-07-03,2,1,0,8,1,0
2017-07-04,2,2,0,3,2,0
2017-07-05,3,6,0,5,3,1
2017-07-06,1,6,0,4,6,0
2017-07-07,6,3,0,3,9,2
2017-07-08,1,6,0,1,6,2
2017-07-09,0,0,0,0,0,0
2017-07-10,1,1,0,8,9,0
2017-07-11,6,6,0,5,6,1
2017-07-12,1,6,0,5,8,2
2017-07-13,5,7,0,7,4,0
2017-07-14,9,9,0,9,13,1
2017-07-15,5,5,0,10,8,0
2017-07-16,0,0,0,0,0,0
2017-07-17,2,2,0,7,7,0
2017-07-18,6,8,0,4,2,5
2017-07-19,3,7,0,8,5,0
2017-07-20,2,8,0,11,9,0
2017-07-21,4,5,0,11,7,3
2017-07-22,6,9,0,10,9,3
2017-07-23,0,0,0,0,0,0
2017-07-24,6,8,0,6,6,0
2017-07-25,3,11,0,15,8,4
2017-07-26,2,5,0,4,8,1
2017-07-27,11,5,0,10,4,4
2017-07-28,7,16,0,8,3,2
2017-07-29,6,6,0,4,0,3
2017-07-30,0,0,0,0,0,0
2017-07-31,3,7,0,12,5,1
2017-08-01,3,11,0,9,5,0
2017-08-02,5,8,0,10,11,0
2017-08-03,5,10,0,6,9,2
2017-08-04,4,8,0,7,8,0
2017-08-05,1,6,0,5,8,0
2017-08-06,0,0,0,0,0,0
2017-08-07,6,7,0,9,9,0
2017-08-08,5,9,0,7,8,2
2017-08-09,5,9,0,12,7,3
2017-08-10,15,17,0,19,18,2
2017-08-11,12,17,0,18,7,6
2017-08-12,6,12,0,11,11,6
2017-08-13,0,0,0,0,0,0
2017-08-14,2,6,0,6,5,4
2017-08-15,0,0,0,0,0,0
2017-08-16,5,4,0,9,2,1
2017-08-17,3,15,0,21,3,2
2017-08-18,1,12,1,11,6,7
2017-08-19,1,14,1,2,8,1
2017-08-20,0,0,0,0,0,0
2017-08-21,7,7,0,8,5,5
2017-08-22,2,11,0,11,4,4
2017-08-23,9,16,0,7,15,3
2017-08-24,12,8,0,10,8,4
2017-08-25,8,13,1,21,5,4
2017-08-26,9,10,1,16,6,2
2017-08-27,0,0,0,0,0,0
2017-08-28,10,10,0,8,10,2
2017-08-29,8,14,0,14,9,3
2017-08-30,3,12,0,21,6,5
2017-08-31,12,7,0,11,6,6
2017-09-01,12,14,0,14,11,14
2017-09-02,14,16,1,25,10,7
2017-09-03,0,0,0,0,0,0
2017-09-04,10,12,1,12,21,11
2017-09-05,15,14,0,24,2,7
2017-09-06,11,9,2,10,10,6
2017-09-07,23,4,0,12,9,13
2017-09-08,8,7,0,23,5,6
2017-09-09,10,8,0,15,4,9
2017-09-10,0,0,0,0,0,0
2017-09-11,13,16,2,18,8,9
2017-09-12,10,8,0,25,5,15
2017-09-13,10,11,0,16,6,18
2017-09-14,14,14,1,19,9,12
2017-09-15,21,19,0,17,7,14
2017-09-16,29,4,0,20,6,19
2017-09-17,0,0,0,0,0,0
2017-09-18,20,6,0,19,5,15
2017-09-19,13,9,2,17,9,12
2017-09-20,22,14,1,31,6,22
2017-09-21,15,12,4,11,5,7
2017-09-22,29,6,0,16,10,17
2017-09-23,23,12,0,20,6,12
2017-09-24,0,0,0,0,0,0
2017-09-25,14,10,0,8,8,7
2017-09-26,12,5,0,12,2,4
2017-09-27,16,13,0,15,13,12
2017-09-28,14,6,0,15,10,11
2017-09-29,8,10,2,9,6,8
2017-09-30,17,12,2,12,6,12
2017-10-01,0,0,0,0,0,0
2017-10-02,13,9,1,18,7,9
2017-10-03,9,11,0,9,12,20
2017-10-04,17,12,3,16,3,12
2017-10-05,21,24,4,22,10,10
2017-10-06,13,10,2,17,10,12
2017-10-07,9,16,1,16,9,14
2017-10-08,0,0,0,0,0,0
2017-10-09,12,6,3,14,9,7
2017-10-10,8,14,0,10,13,14
2017-10-11,25,8,1,10,4,12
2017-10-12,32,12,2,20,12,12
2017-10-13,20,8,1,19,5,6
2017-10-14,28,10,2,23,9,10
2017-10-15,0,0,0,0,0,0
2017-10-16,28,4,3,13,11,10
2017-10-17,25,10,1,17,13,12
2017-10-18,23,6,2,20,5,4
2017-10-19,24,11,1,16,4,17
2017-10-20,14,8,2,18,6,12
2017-10-21,22,10,2,15,9,6
2017-10-22,0,0,0,0,0,0
2017-10-23,10,10,2,11,11,9
2017-10-24,27,11,2,22,5,12
2017-10-25,16,4,3,12,4,10
2017-10-26,28,6,1,17,4,10
2017-10-27,31,9,0,20,18,8
2017-10-28,27,8,1,21,10,13
2017-10-29,0,0,0,0,0,0
2017-10-30,21,7,1,4,8,9
2017-10-31,19,3,0,17,6,8
2017-11-01,10,3,2,7,3,6
2017-11-02,10,2,1,17,10,7
2017-11-03,23,6,1,13,6,6
2017-11-04,21,17,1,16,13,9
2017-11-05,0,0,0,0,0,0
2017-11-06,12,6,0,12,5,7
2017-11-07,17,1,0,7,8,13
2017-11-08,16,3,0,9,8,11
2017-11-09,22,6,0,17,8,17
2017-11-10,40,5,1,24,9,7
2017-11-11,18,3,1,6,8,8
2017-11-12,0,0,0,0,0,0
2017-11-13,12,0,1,6,2,4
2017-11-14,12,0,1,11,2,5
2017-11-15,17,3,0,8,1,12
2017-11-16,27,3,1,16,4,12
2017-11-17,15,4,1,8,9,12
2017-11-18,13,2,1,7,8,4
2017-11-19,0,0,0,0,0,0
2017-11-20,12,1,1,6,3,7
2017-11-21,17,2,0,11,5,6
2017-11-22,10,2,0,6,5,6
2017-11-23,13,5,2,6,3,2
2017-11-24,92,18,4,48,46,32
2017-11-25,80,16,2,39,23,27
2017-11-26,13,1,1,4,9,4
2017-11-27,40,1,2,15,13,14
2017-11-28,15,2,0,3,3,6
2017-11-29,7,3,0,4,2,1
2017-11-30,12,1,0,6,2,4
2017-12-01,21,2,2,9,4,5
2017-12-02,19,3,0,4,13,7
2017-12-03,0,0,0,0,0,0
2017-12-04,18,4,0,6,2,2
2017-12-05,15,0,0,2,5,5
2017-12-06,24,3,0,4,15,16
2017-12-07,28,3,1,10,7,12
2017-12-08,4,1,0,5,5,5
2017-12-09,14,3,0,3,8,6
2017-12-10,8,2,0,3,2,2
2017-12-11,14,3,1,10,5,3
2017-12-12,11,2,0,3,6,2
2017-12-13,23,3,1,7,18,4
2017-12-14,30,2,1,8,8,7
2017-12-15,18,1,0,4,6,5
2017-12-16,29,1,0,8,6,3
2017-12-17,19,4,0,4,11,4
2017-12-18,34,1,0,6,16,10
2017-12-19,26,1,1,8,11,5
2017-12-20,37,1,0,12,17,10
2017-12-21,30,1,0,13,9,8
2017-12-22,43,6,1,12,10,9
2017-12-23,35,3,0,8,25,11
2017-12-24,22,4,1,3,8,6
2017-12-25,0,0,0,0,0,0
2017-12-26,0,0,0,0,0,0
2017-12-27,7,1,0,1,3,3
2017-12-28,8,1,0,3,9,3
2017-12-29,27,5,2,8,8,13
2017-12-30,24,9,3,11,29,9
2017-12-31,13,4,0,5,6,1
2018-01-01,0,0,0,0,0,0
2018-01-02,3,0,0,2,0,0
2018-01-03,4,0,0,2,0,0
2018-01-04,10,0,0,2,0,0
2018-01-05,12,1,0,4,0,0
2018-01-06,2,1,0,1,0,0
2018-01-07,0,0,0,0,0,0
2018-01-08,0,0,0,0,0,0
2018-01-09,7,2,0,1,0,1
2018-01-10,2,0,0,0,0,0
2018-01-11,1,0,0,0,0,1
2018-01-12,11,0,0,0,0,2
2018-01-13,3,0,0,0,4,0
2018-01-14,0,0,0,0,0,0
2018-01-15,3,0,0,1,0,0
2018-01-16,5,0,0,2,0,0
2018-01-17,3,1,0,2,1,4
2018-01-18,4,5,0,0,0,1
2018-01-19,9,1,0,0,2,0
2018-01-20,5,0,0,2,1,0
2018-01-21,0,0,0,0,0,0
2018-01-22,1,1,0,2,0,1
2018-01-23,5,3,0,5,1,2
2018-01-24,5,1,0,2,1,4
2018-01-25,2,1,0,3,2,3
2018-01-26,1,4,0,2,0,2
2018-01-27,7,2,0,2,3,2
2018-01-28,0,0,0,0,0,0
2018-01-29,1,1,1,1,0,1
2018-01-30,5,1,0,4,0,4
2018-01-31,5,5,1,1,0,3
2018-02-01,3,1,0,2,1,1
2018-02-02,1,2,0,2,0,0
2018-02-03,9,2,0,4,2,2
2018-02-04,0,0,0,0,0,0
2018-02-05,7,2,0,2,0,2
2018-02-06,6,1,1,1,1,1
2018-02-07,6,2,0,3,1,1
2018-02-08,3,1,1,1,6,2
2018-02-09,2,4,0,3,2,3
2018-02-10,8,9,1,13,5,4
2018-02-11,0,0,0,0,0,0
2018-02-12,2,0,0,2,3,0
2018-02-13,4,2,2,5,5,1
2018-02-14,5,2,1,2,2,0
2018-02-15,11,4,0,6,6,6
2018-02-16,11,2,0,5,1,0
2018-02-17,8,6,2,7,3,2
2018-02-18,0,0,0,0,0,0
2018-02-19,4,1,0,1,0,0
2018-02-20,3,2,0,3,1,3
2018-02-21,5,7,0,3,0,5
2018-02-22,4,2,0,1,1,1
2018-02-23,15,2,1,10,4,2
2018-02-24,11,3,0,8,1,3
2018-02-25,0,0,0,0,0,0
2018-02-26,7,1,0,7,1,1
2018-02-27,14,5,1,4,1,6
2018-02-28,3,3,0,3,3,2
2018-03-01,4,1,0,7,2,6
2018-03-02,9,3,0,5,5,3
2018-03-03,6,5,0,8,6,4
2018-03-04,0,0,0,0,0,0
2018-03-05,2,1,0,4,4,3
2018-03-06,1,8,0,2,1,3
2018-03-07,11,4,0,2,4,4
2018-03-08,8,8,0,3,4,5
2018-03-09,7,10,0,11,6,5
2018-03-10,5,2,2,8,0,6
2018-03-11,0,0,0,0,0,0
2018-03-12,5,7,0,14,1,3
2018-03-13,9,9,0,6,5,4
2018-03-14,9,9,1,15,3,5
2018-03-15,7,0,0,2,2,4
2018-03-16,5,2,0,4,2,1
2018-03-17,9,5,0,15,7,4
2018-03-18,0,0,0,0,0,0
2018-03-19,3,6,0,3,1,2
2018-03-20,6,1,1,2,2,1
2018-03-21,1,4,0,10,1,2
2018-03-22,7,4,0,8,4,2
2018-03-23,14,8,1,13,5,5
2018-03-24,20,10,1,15,9,9
2018-03-25,0,0,0,0,0,0
2018-03-26,6,3,0,1,0,1
2018-03-27,9,5,0,3,1,4
2018-03-28,7,7,1,7,1,4
2018-03-29,13,8,0,11,6,3
2018-03-30,10,5,0,6,1,4
2018-03-31,12,8,0,12,4,5
2018-04-01,0,0,0,0,0,0
2018-04-02,0,0,0,0,0,0
2018-04-03,4,2,0,14,1,4
2018-04-04,2,11,0,12,4,9
2018-04-05,11,19,1,13,5,9
2018-04-06,26,6,0,19,4,5
2018-04-07,21,7,0,17,9,5
2018-04-08,0,0,0,0,0,0
2018-04-09,11,6,1,7,3,1
2018-04-10,6,6,1,15,0,7
2018-04-11,9,11,1,16,10,13
2018-04-12,10,15,0,15,9,13
2018-04-13,27,15,0,19,3,8
2018-04-14,17,15,0,17,2,13
2018-04-15,0,0,0,0,0,0
2018-04-16,17,9,0,7,2,8
2018-04-17,12,8,0,10,7,8
2018-04-18,17,5,1,12,5,14
2018-04-19,14,6,0,15,8,8
2018-04-20,9,3,0,9,2,4
2018-04-21,13,11,0,14,1,5
2018-04-22,0,0,0,0,0,0
2018-04-23,14,8,0,13,3,4
2018-04-24,12,17,1,8,3,6
2018-04-25,0,0,0,0,0,0
2018-04-26,10,10,0,11,1,5
2018-04-27,17,13,0,20,5,0
2018-04-28,11,9,0,10,8,2
2018-04-29,0,0,0,0,0,0
2018-04-30,22,18,0,18,5,6
2018-05-01,0,0,0,0,0,0
2018-05-02,1,3,1,7,5,3
2018-05-03,4,7,1,8,7,10
2018-05-04,7,10,1,12,7,3
2018-05-05,12,8,0,8,3,5
2018-05-06,0,0,0,0,0,0
2018-05-07,9,13,1,12,3,6
2018-05-08,5,2,0,6,4,4
2018-05-09,5,10,0,7,6,4
2018-05-10,13,8,0,8,6,1
2018-05-11,22,14,0,15,6,7
2018-05-12,14,30,1,16,4,7
2018-05-13,0,0,0,0,0,0
2018-05-14,7,14,0,13,11,6
2018-05-15,1,2,0,1,3,2
2018-05-16,6,15,1,17,8,3
2018-05-17,7,17,0,20,6,5
2018-05-18,9,9,1,9,8,2
2018-05-19,5,13,0,12,9,5
2018-05-20,0,0,0,0,0,0
2018-05-21,5,8,3,5,1,2
2018-05-22,8,11,0,6,4,1
2018-05-23,4,10,1,11,5,5
2018-05-24,11,15,0,12,7,2
2018-05-25,8,24,1,20,3,3
2018-05-26,16,17,0,18,7,4
2018-05-27,0,0,0,0,0,0
2018-05-28,1,5,2,7,9,3
2018-05-29,5,15,1,14,9,3
2018-05-30,3,9,3,5,5,2
2018-05-31,6,11,4,15,3,2
2018-06-01,6,17,3,12,6,2
2018-06-02,0,23,2,14,7,3
2018-06-03,0,0,0,0,0,0
2018-06-04,16,16,2,16,10,4
2018-06-05,8,23,2,7,4,0
2018-06-06,5,18,1,14,5,6
2018-06-07,6,10,4,10,10,2
2018-06-08,4,8,2,13,6,3
2018-06-09,5,15,0,9,5,4
2018-06-10,0,0,0,0,0,0
2018-06-11,9,14,2,15,15,1
2018-06-12,5,14,0,11,6,1
2018-06-13,5,10,2,8,5,1
2018-06-14,3,21,1,19,4,2
2018-06-15,0,17,2,16,1,1
2018-06-16,3,13,0,1,5,0
2018-06-17,0,0,0,0,0,0
2018-06-18,8,11,1,9,5,0
2018-06-19,2,5,0,5,6,0
2018-06-20,3,20,0,10,4,0
2018-06-21,2,16,0,10,5,1
2018-06-22,4,12,1,17,6,1
2018-06-23,5,7,0,14,3,2
2018-06-24,0,0,0,0,0,0
2018-06-25,2,8,1,5,4,0
2018-06-26,1,5,0,8,1,0
2018-06-27,4,5,1,10,2,1
2018-06-28,0,0,0,0,0,0
2018-06-29,0,0,0,0,0,0
2018-06-30,0,0,0,0,0,0
2018-07-01,0,0,0,0,0,0
2018-07-02,0,3,0,6,2,0
2018-07-03,9,8,0,6,3,1
2018-07-04,10,0,0,4,5,1
2018-07-05,1,3,0,6,2,0
2018-07-06,5,3,0,8,2,2
2018-07-07,9,11,0,6,3,3
2018-07-08,0,0,0,0,0,0
2018-07-09,4,6,0,6,6,0
2018-07-10,5,8,0,12,4,2
2018-07-11,2,3,0,10,2,0
2018-07-12,4,1,0,9,4,0
2018-07-13,4,8,1,4,2,0
2018-07-14,2,4,0,6,3,0
2018-07-15,0,0,0,0,0,0
2018-07-16,5,4,0,5,3,0
2018-07-17,2,3,0,17,2,0
2018-07-18,2,3,0,11,1,0
2018-07-19,5,6,0,6,0,0
2018-07-20,5,4,1,5,3,0
2018-07-21,8,7,0,14,4,1
2018-07-22,0,0,0,0,0,0
2018-07-23,5,6,2,8,2,0
2018-07-24,1,7,1,9,3,2
2018-07-25,4,5,0,9,2,2
2018-07-26,2,4,0,6,4,0
2018-07-27,3,4,0,3,5,0
2018-07-28,2,7,0,5,4,1
2018-07-29,0,0,0,0,0,0
2018-07-30,1,10,0,5,3,1
2018-07-31,4,4,0,9,2,0
2018-08-01,9,8,0,8,5,1
2018-08-02,6,4,0,5,10,0
2018-08-03,7,8,0,9,4,1
2018-08-04,7,7,0,6,6,0
2018-08-05,0,0,0,0,0,0
2018-08-06,9,3,0,8,8,1
2018-08-07,11,3,0,6,3,0
2018-08-08,4,8,0,14,7,1
2018-08-09,4,13,0,8,13,0
2018-08-10,8,9,0,10,5,0
2018-08-11,2,8,0,10,1,0
2018-08-12,0,0,0,0,0,0
2018-08-13,4,5,0,7,12,0
2018-08-14,5,12,1,11,13,1
2018-08-15,0,0,0,0,0,0
2018-08-16,3,7,0,6,6,1
2018-08-17,5,11,0,10,7,3
2018-08-18,5,5,0,5,4,5
2018-08-19,0,0,0,0,0,0
2018-08-20,5,3,0,5,7,1
2018-08-21,4,3,0,5,1,0
2018-08-22,8,10,0,20,4,2
2018-08-23,11,16,0,14,5,0
2018-08-24,1,4,1,6,0,1
2018-08-25,3,7,0,8,3,3
2018-08-26,0,0,0,0,0,0
2018-08-27,6,4,0,9,3,5
2018-08-28,6,5,0,9,2,1
2018-08-29,4,7,0,7,2,7
2018-08-30,6,9,0,21,3,1
2018-08-31,9,5,0,6,6,0
2018-09-01,0,9,0,9,6,3
2018-09-02,0,0,0,0,0,0
2018-09-03,3,10,0,10,2,5
2018-09-04,8,8,0,16,6,3
2018-09-05,5,6,0,6,8,9
2018-09-06,8,14,0,11,15,5
2018-09-07,8,10,0,10,6,8
2018-09-08,5,6,0,8,4,3
2018-09-09,0,0,0,0,0,0
2018-09-10,15,11,0,16,4,3
2018-09-11,6,8,0,7,6,5
2018-09-12,13,14,0,15,10,6
2018-09-13,2,12,0,17,6,8
2018-09-14,11,2,0,6,6,6
2018-09-15,13,9,0,14,6,5
2018-09-16,0,0,0,0,0,0
2018-09-17,6,12,0,15,9,8
2018-09-18,8,5,0,14,4,5
2018-09-19,8,7,0,17,4,1
2018-09-20,15,16,0,13,5,10
2018-09-21,9,17,0,10,8,11
2018-09-22,13,6,0,9,13,8
2018-09-23,0,0,0,0,0,0
2018-09-24,5,6,0,10,5,8
2018-09-25,18,8,0,14,7,7
2018-09-26,12,6,0,11,5,7
2018-09-27,11,10,0,9,7,6
2018-09-28,15,8,0,10,8,8
2018-09-29,13,9,0,23,7,6
2018-09-30,0,0,0,0,0,0
2018-10-01,12,7,2,9,5,12
2018-10-02,14,3,1,16,2,12
2018-10-03,18,21,2,21,11,12
2018-10-04,18,13,3,25,5,5
2018-10-05,11,9,2,20,12,7
2018-10-06,37,18,4,17,5,12
2018-10-07,0,0,0,0,0,0
2018-10-08,19,10,1,12,4,10
2018-10-09,14,17,0,15,4,11
2018-10-10,11,5,2,16,7,5
2018-10-11,26,12,2,25,8,6
2018-10-12,12,12,1,17,9,9
2018-10-13,7,9,3,11,5,8
2018-10-14,0,0,0,0,0,0
2018-10-15,15,7,1,5,3,4
2018-10-16,10,7,0,9,3,6
2018-10-17,17,7,1,13,9,5
2018-10-18,7,10,2,6,6,6
2018-10-19,15,9,3,12,1,4
2018-10-20,21,10,0,17,5,6
2018-10-21,0,0,0,0,0,0
2018-10-22,9,3,1,4,4,4
2018-10-23,6,7,4,7,3,11
2018-10-24,12,16,4,12,4,5
2018-10-25,12,7,1,12,4,3
2018-10-26,28,7,0,12,0,2
2018-10-27,20,15,5,19,15,12
2018-10-28,0,0,0,0,0,0
2018-10-29,2,0,0,4,0,1
2018-10-30,6,2,1,5,1,5
2018-10-31,13,3,1,5,3,5
2018-11-01,6,0,0,2,1,4
2018-11-02,31,5,3,14,4,9
2018-11-03,12,9,2,8,1,8
2018-11-04,0,0,0,0,0,0
2018-11-05,19,4,3,11,8,9
2018-11-06,15,2,3,3,3,4
2018-11-07,24,7,0,20,7,12
2018-11-08,21,2,4,12,1,4
2018-11-09,26,5,3,12,9,4
2018-11-10,30,14,4,20,0,14
2018-11-11,0,0,0,0,0,0
2018-11-12,9,2,0,6,6,4
2018-11-13,10,3,2,3,3,3
2018-11-14,12,5,3,6,5,3
2018-11-15,19,6,0,5,3,7
2018-11-16,25,3,5,12,18,8
2018-11-17,22,10,2,10,2,0
2018-11-18,0,0,0,0,0,0
2018-11-19,4,2,0,3,0,2
2018-11-20,5,3,2,15,6,2
2018-11-21,12,2,3,0,7,5
2018-11-22,0,0,0,0,0,0
2018-11-23,0,0,0,0,0,0
2018-11-24,0,0,0,0,0,0
2018-11-25,0,0,0,0,0,0
2018-11-26,0,0,0,0,0,0
2018-11-27,15,3,1,5,5,7
2018-11-28,16,1,0,3,3,2
2018-11-29,20,1,0,10,1,7
2018-11-30,22,4,1,9,8,5
2018-12-01,19,5,0,9,3,8
2018-12-02,0,0,0,0,0,0
2018-12-03,16,3,2,7,2,0
2018-12-04,19,1,3,7,4,9
2018-12-05,13,3,0,2,6,5
2018-12-06,23,3,1,8,8,2
2018-12-07,13,2,2,9,4,6
2018-12-08,8,4,2,4,7,7
2018-12-09,0,0,0,0,0,0
2018-12-10,10,1,1,4,0,9
2018-12-11,23,5,0,9,9,12
2018-12-12,10,2,0,4,6,8
2018-12-13,13,1,2,3,8,5
2018-12-14,14,1,2,5,2,2
2018-12-15,19,3,2,10,10,9
2018-12-16,10,0,1,0,1,0
2018-12-17,25,1,2,10,4,3
2018-12-18,20,3,2,3,4,5
2018-12-19,11,2,0,5,7,3
2018-12-20,23,6,1,15,7,5
2018-12-21,29,4,4,4,3,4
2018-12-22,40,9,6,11,15,6
2018-12-23,27,5,4,5,6,5
2018-12-24,42,3,4,3,11,6
2018-12-25,0,0,0,0,0,0
2018-12-26,0,0,0,0,0,0
2018-12-27,7,0,2,1,4,2
2018-12-28,1,2,0,2,1,0
2018-12-29,1,1,0,1,3,1
2018-12-30,0,0,0,0,0,0
2018-12-31,0,2,1,0,5,2
2019-01-01,0,0,0,0,0,0
2019-01-02,3,0,0,0,0,0
2019-01-03,8,0,0,4,0,0
2019-01-04,4,0,0,3,0,0
2019-01-05,7,0,0,2,5,0
2019-01-06,0,0,0,0,0,0
2019-01-07,0,0,0,1,2,0
2019-01-08,1,0,0,0,1,0
2019-01-09,2,0,0,2,1,0
2019-01-10,6,0,1,6,7,1
2019-01-11,4,0,0,2,0,0
2019-01-12,6,3,0,3,2,0
2019-01-13,0,0,0,0,0,0
2019-01-14,4,0,0,3,0,0
2019-01-15,7,0,0,5,2,0
2019-01-16,16,0,0,1,1,2
2019-01-17,7,2,0,2,1,0
2019-01-18,6,0,1,1,0,0
2019-01-19,4,1,0,1,3,0
2019-01-20,0,0,0,0,0,0
2019-01-21,6,0,1,1,0,1
2019-01-22,8,0,0,3,4,2
2019-01-23,6,0,0,0,1,0
2019-01-24,2,0,0,1,2,0
2019-01-25,4,0,0,3,3,1
2019-01-26,6,0,0,3,1,4
2019-01-27,0,0,0,0,0,0
2019-01-28,2,1,0,0,1,0
2019-01-29,3,1,1,7,0,1
2019-01-30,3,3,0,3,1,1
2019-01-31,2,0,0,1,1,1
2019-02-01,17,4,2,3,1,2
2019-02-02,10,1,0,3,5,1
2019-02-03,0,0,0,0,0,0
2019-02-04,4,0,0,2,0,0
2019-02-05,4,0,0,1,1,1
2019-02-06,2,1,0,1,1,1
2019-02-07,4,0,0,5,1,4
2019-02-08,2,0,0,3,1,0
2019-02-09,7,2,0,6,6,8
2019-02-10,0,0,0,0,0,0
2019-02-11,1,0,0,1,2,2
2019-02-12,6,2,0,4,0,6
2019-02-13,8,3,0,6,1,1
2019-02-14,5,3,1,1,1,2
2019-02-15,5,0,0,3,2,2
2019-02-16,4,1,0,1,4,3
2019-02-17,0,0,0,0,0,0
2019-02-18,6,0,0,3,3,1
2019-02-19,4,3,1,6,4,2
2019-02-20,3,1,1,3,1,2
2019-02-21,4,1,0,3,1,5
2019-02-22,10,1,0,7,2,4
2019-02-23,6,3,0,4,4,2
2019-02-24,0,0,0,0,0,0
2019-02-25,5,2,0,1,3,1
2019-02-26,6,1,2,1,2,7
2019-02-27,16,8,1,9,1,3
2019-02-28,13,3,0,4,1,2
2019-03-01,10,7,0,9,1,4
2019-03-02,5,3,0,6,2,5
2019-03-03,0,0,0,0,0,0
2019-03-04,2,0,0,3,3,1
2019-03-05,7,3,0,4,2,3
2019-03-06,2,6,0,9,5,11
2019-03-07,8,0,1,2,0,4
2019-03-08,11,11,1,13,0,13
2019-03-09,4,4,0,5,4,10
2019-03-10,0,0,0,0,0,0
2019-03-11,2,5,1,10,2,4
2019-03-12,6,6,1,10,3,9
2019-03-13,2,7,1,6,1,5
2019-03-14,7,7,0,7,3,7
2019-03-15,6,13,1,10,3,9
2019-03-16,4,11,1,11,4,7
2019-03-17,0,0,0,0,0,0
2019-03-18,5,2,0,8,0,5
2019-03-19,4,7,0,6,5,10
2019-03-20,3,2,1,6,3,3
2019-03-21,12,4,2,10,7,1
2019-03-22,3,8,1,8,1,8
2019-03-23,15,10,0,10,6,5
2019-03-24,0,0,0,0,0,0
2019-03-25,7,2,0,5,2,4
2019-03-26,5,4,0,2,1,1
2019-03-27,5,6,1,11,3,7
2019-03-28,9,0,0,2,0,10
2019-03-29,14,10,0,11,1,6
2019-03-30,5,3,1,10,2,6
2019-03-31,0,0,0,0,0,0
2019-04-01,8,0,0,3,1,3
2019-04-02,3,4,0,3,0,4
2019-04-03,4,8,0,6,4,6
2019-04-04,4,7,0,5,2,5
2019-04-05,23,15,0,14,2,7
2019-04-06,5,9,0,3,3,8
2019-04-07,0,0,0,0,0,0
2019-04-08,6,3,0,3,3,7
2019-04-09,5,3,1,8,1,4
2019-04-10,8,8,0,6,10,11
2019-04-11,6,4,1,4,2,6
2019-04-12,4,6,0,7,2,7
2019-04-13,14,14,2,23,3,13
2019-04-14,0,0,0,0,0,0
2019-04-15,13,10,0,6,5,6
2019-04-16,9,9,1,11,6,11
2019-04-17,21,9,0,15,7,12
2019-04-18,10,7,1,12,5,7
2019-04-19,14,14,1,13,4,11
2019-04-20,7,12,0,13,5,10
2019-04-21,0,0,0,0,0,0
2019-04-22,0,0,0,0,0,0
2019-04-23,1,8,1,7,1,7
2019-04-24,13,10,2,17,9,11
2019-04-25,0,0,0,0,0,0
2019-04-26,7,9,0,10,9,4
2019-04-27,24,10,0,19,13,10
2019-04-28,0,0,0,0,0,0
2019-04-29,11,3,0,11,5,13
2019-04-30,10,9,0,11,3,7
2019-05-01,0,0,0,0,0,0
2019-05-02,25,23,1,15,0,9
2019-05-03,13,14,0,11,3,3
2019-05-04,10,17,0,16,8,10
2019-05-05,0,0,0,0,0,0
2019-05-06,4,10,0,9,2,2
2019-05-07,15,2,0,11,3,6
2019-05-08,7,7,1,10,9,6
2019-05-09,17,18,1,17,9,11
2019-05-10,13,7,0,9,4,3
2019-05-11,10,7,0,8,4,5
