,MAGLIE,CAMICIE,GONNE,PANTALONI,VESTITI,GIACCHE
2017-05-24,7,22,2,18,6,8
2017-05-25,6,12,2,12,4,2
2017-05-26,13,8,1,17,12,1
2017-05-27,32,30,4,40,15,5
2017-05-28,11,20,1,23,12,2
2017-05-29,12,10,2,11,3,2
2017-05-30,7,12,1,12,5,2
2017-05-31,21,9,1,8,7,2
2017-06-01,8,10,1,9,4,3
2017-06-02,25,27,0,32,14,7
2017-06-03,17,16,0,15,7,2
2017-06-04,24,33,0,34,10,2
2017-06-05,8,10,0,11,8,0
2017-06-06,6,10,0,3,6,0
2017-06-07,8,8,0,11,6,4
2017-06-08,2,13,1,14,9,1
2017-06-09,10,22,0,26,6,2
2017-06-10,13,12,1,20,18,4
2017-06-11,4,14,3,18,4,1
2017-06-12,10,10,2,16,7,1
2017-06-13,10,9,0,14,10,0
2017-06-14,6,15,0,12,7,2
2017-06-15,10,5,0,8,2,0
2017-06-16,4,10,2,12,8,1
2017-06-17,13,16,3,29,8,3
2017-06-18,14,16,0,24,9,1
2017-06-19,2,7,2,9,4,0
2017-06-20,4,9,1,12,5,1
2017-06-21,9,6,0,13,7,0
2017-06-22,4,7,1,11,5,2
2017-06-23,0,0,0,0,0,0
2017-06-24,0,4,0,5,2,0
2017-06-25,2,0,0,4,1,0
2017-06-26,0,0,0,3,1,0
2017-06-27,1,0,0,1,1,0
2017-06-28,0,1,0,2,0,0
2017-06-29,0,1,0,1,0,0
2017-06-30,0,0,0,0,0,0
2017-07-01,12,3,0,2,3,0
2017-07-02,5,6,0,4,1,0
2017-07-03,2,1,0,2,2,0
2017-07-04,2,1,0,1,2,2
2017-07-05,2,3,0,0,3,1
2017-07-06,1,1,0,2,4,0
2017-07-07,0,5,0,5,1,0
2017-07-08,1,2,0,7,4,0
2017-07-09,0,1,0,1,1,1
2017-07-10,4,1,0,3,4,0
2017-07-11,2,1,0,2,7,0
2017-07-12,1,0,0,2,2,0
2017-07-13,1,1,0,2,4,0
2017-07-14,2,2,0,2,3,0
2017-07-15,0,4,0,6,7,0
2017-07-16,0,3,0,5,8,0
2017-07-17,1,2,0,1,1,0
2017-07-18,1,2,0,4,2,1
2017-07-19,3,1,0,1,6,0
2017-07-20,0,4,0,8,8,0
2017-07-21,4,1,0,3,4,0
2017-07-22,2,5,0,4,4,0
2017-07-23,4,1,0,6,7,0
2017-07-24,1,2,0,1,8,1
2017-07-25,1,2,0,2,6,1
2017-07-26,5,3,0,1,5,0
2017-07-27,1,2,0,2,9,2
2017-07-28,0,3,0,3,6,1
2017-07-29,7,2,0,6,2,0
2017-07-30,2,6,0,3,5,1
2017-07-31,4,5,0,3,6,2
2017-08-01,2,0,0,5,4,3
2017-08-02,2,2,0,6,5,0
2017-08-03,5,3,0,3,4,1
2017-08-04,3,1,0,2,3,0
2017-08-05,6,4,0,8,4,0
2017-08-06,4,4,0,5,9,1
2017-08-07,5,2,0,6,3,1
2017-08-08,4,4,0,2,11,1
2017-08-09,3,3,0,3,3,1
2017-08-10,3,9,1,6,9,1
2017-08-11,4,17,0,11,13,5
2017-08-12,8,16,0,10,20,2
2017-08-13,4,9,0,7,11,0
2017-08-14,9,6,0,7,8,3
2017-08-15,1,5,0,1,3,1
2017-08-16,9,8,0,10,8,3
2017-08-17,1,4,1,6,8,0
2017-08-18,2,9,0,7,12,0
2017-08-19,4,8,0,3,5,0
2017-08-20,7,8,0,12,17,4
2017-08-21,1,4,0,2,4,0
2017-08-22,8,2,0,3,5,3
2017-08-23,1,6,0,6,6,0
2017-08-24,4,5,0,7,10,6
2017-08-25,6,8,0,1,5,0
2017-08-26,4,9,1,6,19,3
2017-08-27,3,6,0,7,6,4
2017-08-28,6,13,0,8,5,4
2017-08-29,5,7,1,8,7,4
2017-08-30,9,12,1,10,13,4
2017-08-31,6,3,1,4,3,1
2017-09-01,8,6,0,7,11,2
2017-09-02,14,9,0,16,17,7
2017-09-03,9,14,0,15,10,14
2017-09-04,7,4,0,5,2,6
2017-09-05,11,12,0,8,1,7
2017-09-06,4,10,0,9,6,4
2017-09-07,5,11,0,10,10,6
2017-09-08,7,8,1,6,8,9
2017-09-09,14,21,1,10,13,9
2017-09-10,15,19,0,24,7,8
2017-09-11,4,4,0,12,5,6
2017-09-12,7,5,0,3,5,1
2017-09-13,14,5,1,11,9,9
2017-09-14,5,15,0,14,1,5
2017-09-15,8,7,0,16,6,3
2017-09-16,22,16,1,29,9,12
2017-09-17,12,20,1,27,19,19
2017-09-18,6,8,0,5,7,10
2017-09-19,4,5,0,6,9,4
2017-09-20,5,8,0,9,9,10
2017-09-21,11,7,1,17,11,13
2017-09-22,7,16,1,15,6,6
2017-09-23,14,20,0,19,17,14
2017-09-24,16,10,1,23,13,18
2017-09-25,4,5,0,6,7,5
2017-09-26,8,10,0,18,6,10
2017-09-27,8,8,1,5,7,5
2017-09-28,5,9,0,8,12,2
2017-09-29,6,6,0,10,8,7
2017-09-30,12,14,2,17,19,18
2017-10-01,11,8,1,14,21,15
2017-10-02,7,6,4,6,4,4
2017-10-03,7,3,1,6,12,4
2017-10-04,5,6,1,5,9,4
2017-10-05,3,10,2,9,15,4
2017-10-06,6,7,1,5,9,12
2017-10-07,13,10,1,23,14,14
2017-10-08,12,9,1,22,19,13
2017-10-09,6,5,2,0,6,6
2017-10-10,10,3,1,6,6,4
2017-10-11,5,3,2,9,8,5
2017-10-12,10,4,2,7,8,4
2017-10-13,3,3,0,8,10,3
2017-10-14,15,12,2,15,19,8
2017-10-15,9,12,3,16,17,12
2017-10-16,5,4,1,7,6,5
2017-10-17,6,1,1,6,4,2
2017-10-18,14,9,1,14,16,15
2017-10-19,6,5,1,3,9,3
2017-10-20,11,6,2,15,13,6
2017-10-21,20,6,0,16,8,7
2017-10-22,16,4,3,15,18,6
2017-10-23,11,4,0,11,9,9
2017-10-24,3,4,1,6,7,7
2017-10-25,6,3,0,7,8,3
2017-10-26,9,10,3,19,17,7
2017-10-27,11,7,2,12,6,5
2017-10-28,16,3,2,14,18,15
2017-10-29,19,6,3,20,20,18
2017-10-30,4,2,1,5,7,4
2017-10-31,11,3,0,12,7,2
2017-11-01,22,12,5,19,19,10
2017-11-02,7,2,0,6,8,5
2017-11-03,8,4,0,8,9,5
2017-11-04,22,0,2,16,18,12
2017-11-05,16,1,2,11,16,13
2017-11-06,15,0,0,6,8,6
2017-11-07,12,1,2,5,7,8
2017-11-08,12,3,0,10,11,7
2017-11-09,12,2,0,8,12,4
2017-11-10,12,1,1,10,8,7
2017-11-11,29,3,1,17,14,12
2017-11-12,26,3,1,23,24,15
2017-11-13,12,3,1,11,4,7
2017-11-14,10,1,2,6,6,7
2017-11-15,7,2,0,7,10,9
2017-11-16,11,3,1,6,9,4
2017-11-17,10,1,0,8,13,4
2017-11-18,22,6,3,18,18,6
2017-11-19,19,2,1,24,23,4
2017-11-20,11,2,0,2,3,4
2017-11-21,7,1,1,1,2,1
2017-11-22,10,1,3,1,5,8
2017-11-23,13,1,2,7,4,5
2017-11-24,50,6,4,44,51,24
2017-11-25,65,9,2,22,48,32
2017-11-26,64,6,3,36,47,35
2017-11-27,16,3,7,8,13,11
2017-11-28,8,0,0,5,9,4
2017-11-29,6,0,0,5,7,5
2017-11-30,5,1,0,3,1,3
2017-12-01,16,1,1,4,9,3
2017-12-02,30,5,0,11,15,11
2017-12-03,34,3,0,23,23,15
2017-12-04,11,1,1,6,11,7
2017-12-05,14,3,0,9,8,7
2017-12-06,11,0,0,4,10,4
2017-12-07,6,0,0,7,9,6
2017-12-08,29,7,1,9,24,12
2017-12-09,25,4,1,15,22,13
2017-12-10,31,4,1,11,22,18
2017-12-11,7,2,0,6,0,3
2017-12-12,6,2,1,4,7,8
2017-12-13,13,0,0,5,16,4
2017-12-14,7,1,0,7,7,11
2017-12-15,14,2,1,4,13,7
2017-12-16,16,4,2,7,34,12
2017-12-17,29,5,0,14,36,12
2017-12-18,22,2,0,5,11,7
2017-12-19,14,2,0,4,19,10
2017-12-20,6,2,0,6,22,5
2017-12-21,16,0,2,5,15,11
2017-12-22,20,5,1,4,22,10
2017-12-23,25,3,1,4,25,8
2017-12-24,17,1,1,6,17,5
2017-12-25,0,0,0,0,0,0
2017-12-26,9,1,1,1,11,4
2017-12-27,8,1,0,2,20,3
2017-12-28,12,1,0,6,25,6
2017-12-29,27,1,2,4,12,7
2017-12-30,30,7,0,8,29,8
2017-12-31,22,2,0,6,18,4
2018-01-01,0,0,0,0,0,0
2018-01-02,8,0,0,0,1,0
2018-01-03,2,0,0,1,3,2
2018-01-04,3,0,0,1,1,0
2018-01-05,7,0,0,1,3,0
2018-01-06,11,0,0,4,1,1
2018-01-07,14,0,0,4,3,0
2018-01-08,2,0,0,0,0,0
2018-01-09,2,0,0,2,1,1
2018-01-10,3,0,0,2,2,0
2018-01-11,5,1,0,0,2,0
2018-01-12,2,0,0,2,2,0
2018-01-13,13,0,0,2,2,1
2018-01-14,12,0,0,1,3,0
2018-01-15,2,0,1,1,1,1
2018-01-16,1,0,1,2,3,2
2018-01-17,1,0,0,1,1,0
2018-01-18,7,1,0,3,2,0
2018-01-19,5,0,1,4,2,0
2018-01-20,3,1,0,1,11,3
2018-01-21,8,0,0,1,3,0
2018-01-22,0,0,0,1,3,0
2018-01-23,0,0,0,0,1,2
2018-01-24,3,0,0,3,2,1
2018-01-25,0,1,0,1,1,2
2018-01-26,3,3,0,2,1,0
2018-01-27,3,2,0,0,4,2
2018-01-28,4,3,0,3,5,3
2018-01-29,2,2,0,4,1,0
2018-01-30,2,0,0,1,1,1
2018-01-31,4,1,0,2,3,1
2018-02-01,4,1,0,1,2,2
2018-02-02,4,1,0,2,5,2
2018-02-03,7,3,1,4,3,2
2018-02-04,18,5,0,8,4,3
2018-02-05,1,1,0,3,2,1
2018-02-06,8,1,0,3,5,0
2018-02-07,7,2,0,2,3,0
2018-02-08,4,0,0,4,2,3
2018-02-09,6,4,0,8,9,6
2018-02-10,7,9,1,8,12,1
2018-02-11,7,2,0,1,5,0
2018-02-12,5,1,0,2,3,5
2018-02-13,6,7,0,4,5,6
2018-02-14,2,2,0,4,6,2
2018-02-15,3,2,1,3,4,3
2018-02-16,4,3,0,6,4,1
2018-02-17,16,5,0,10,8,3
2018-02-18,17,4,1,16,5,7
2018-02-19,7,0,0,1,3,1
2018-02-20,7,2,0,3,6,4
2018-02-21,12,1,1,6,1,1
2018-02-22,11,8,0,9,4,4
2018-02-23,8,7,0,4,4,2
2018-02-24,16,6,2,10,15,6
2018-02-25,12,8,0,12,12,4
2018-02-26,6,2,0,2,3,1
2018-02-27,7,2,1,1,7,5
2018-02-28,7,2,0,4,2,1
2018-03-01,8,0,0,3,7,1
2018-03-02,5,8,1,1,5,3
2018-03-03,32,11,3,16,16,6
2018-03-04,9,15,0,10,22,13
2018-03-05,6,3,0,2,1,1
2018-03-06,7,4,0,2,4,5
2018-03-07,9,5,1,7,7,4
2018-03-08,4,6,2,6,5,9
2018-03-09,9,4,0,6,9,6
2018-03-10,12,7,0,12,19,13
2018-03-11,8,15,2,16,5,8
2018-03-12,4,10,0,7,7,5
2018-03-13,7,6,0,7,6,7
2018-03-14,11,5,0,5,9,7
2018-03-15,5,7,1,2,7,7
2018-03-16,11,10,1,6,7,8
2018-03-17,23,14,1,21,13,13
2018-03-18,11,10,2,16,26,11
2018-03-19,2,4,0,5,1,3
2018-03-20,10,5,0,12,7,2
2018-03-21,4,2,0,3,4,2
2018-03-22,7,13,0,10,9,9
2018-03-23,5,6,0,4,7,8
2018-03-24,21,24,0,17,13,14
2018-03-25,18,8,0,8,19,15
2018-03-26,6,4,0,6,2,3
2018-03-27,8,3,1,6,5,8
2018-03-28,10,3,1,4,8,5
2018-03-29,17,13,0,7,9,6
2018-03-30,13,7,0,7,13,7
2018-03-31,22,23,1,14,22,14
2018-04-01,0,0,0,0,0,0
2018-04-02,13,11,0,7,4,2
2018-04-03,6,6,0,4,6,6
2018-04-04,8,7,0,12,8,11
2018-04-05,11,10,0,9,8,6
2018-04-06,5,9,0,5,7,11
2018-04-07,25,14,1,14,20,15
2018-04-08,14,18,0,12,22,21
2018-04-09,6,3,0,7,4,6
2018-04-10,13,6,1,5,10,9
2018-04-11,23,17,0,9,8,6
2018-04-12,6,14,2,10,4,7
2018-04-13,8,7,0,8,7,9
2018-04-14,43,23,0,25,22,17
2018-04-15,31,23,0,24,24,21
2018-04-16,8,10,0,10,5,10
2018-04-17,10,5,0,12,8,7
2018-04-18,9,11,0,12,7,4
2018-04-19,10,18,0,20,12,4
2018-04-20,17,8,0,16,4,7
2018-04-21,20,28,0,20,24,8
2018-04-22,12,13,1,15,25,12
2018-04-23,8,10,0,6,4,3
2018-04-24,17,12,0,15,15,3
2018-04-25,7,15,3,9,9,6
2018-04-26,10,24,1,15,11,10
2018-04-27,15,15,0,9,5,3
2018-04-28,12,26,2,22,12,3
2018-04-29,19,21,0,12,14,8
2018-04-30,15,18,0,15,14,9
2018-05-01,7,10,1,20,18,4
2018-05-02,10,9,0,6,13,4
2018-05-03,10,10,1,11,11,7
2018-05-04,13,15,1,16,18,8
2018-05-05,27,29,0,21,15,11
2018-05-06,20,27,1,14,20,10
2018-05-07,4,11,0,9,7,5
2018-05-08,12,9,2,9,5,3
2018-05-09,12,8,1,5,12,2
2018-05-10,13,12,1,13,16,4
2018-05-11,11,11,1,8,8,3
2018-05-12,20,37,2,38,22,9
2018-05-13,24,28,1,16,15,10
2018-05-14,16,11,0,10,8,5
2018-05-15,7,13,1,6,11,3
2018-05-16,14,12,2,13,2,1
2018-05-17,14,13,0,10,11,1
2018-05-18,6,9,0,3,9,5
2018-05-19,19,21,1,22,17,6
2018-05-20,10,25,2,18,19,5
2018-05-21,7,10,0,18,7,2
2018-05-22,2,6,2,9,7,5
2018-05-23,8,13,1,15,6,5
2018-05-24,7,11,1,12,9,1
2018-05-25,2,17,2,7,3,1
2018-05-26,12,29,2,21,17,8
2018-05-27,6,26,2,18,8,3
2018-05-28,6,10,1,10,9,0
2018-05-29,5,11,2,10,10,4
2018-05-30,7,10,4,5,11,0
2018-05-31,4,15,3,15,8,1
2018-06-01,6,13,1,12,12,2
2018-06-02,0,30,3,22,12,0
2018-06-03,0,22,4,20,16,1
2018-06-04,7,8,0,9,2,3
2018-06-05,5,9,2,11,8,2
2018-06-06,9,11,1,17,8,3
2018-06-07,4,14,2,22,9,0
2018-06-08,9,15,3,15,8,0
2018-06-09,15,26,5,43,19,1
2018-06-10,7,15,5,14,18,5
2018-06-11,7,16,3,11,7,1
2018-06-12,7,12,1,8,9,1
2018-06-13,6,10,5,12,7,1
2018-06-14,6,16,1,17,9,0
2018-06-15,4,8,4,7,13,1
2018-06-16,6,23,1,2,13,0
2018-06-17,9,22,4,4,17,0
2018-06-18,0,8,0,3,7,0
2018-06-19,5,14,1,12,4,2
2018-06-20,5,12,0,13,5,0
2018-06-21,6,4,0,3,12,0
2018-06-22,6,14,1,18,7,0
2018-06-23,12,25,2,17,11,3
2018-06-24,8,20,4,19,5,2
2018-06-25,3,4,0,5,4,0
2018-06-26,2,6,2,10,6,0
2018-06-27,4,7,1,4,4,1
2018-06-28,0,0,0,0,0,0
2018-06-29,0,0,0,0,0,0
2018-06-30,0,0,0,0,0,0
2018-07-01,0,3,0,2,1,0
2018-07-02,4,2,0,5,3,0
2018-07-03,2,2,0,5,2,0
2018-07-04,1,4,0,5,1,0
2018-07-05,3,1,0,2,3,0
2018-07-06,5,1,1,2,1,0
2018-07-07,5,9,0,11,3,1
2018-07-08,4,6,0,11,3,0
2018-07-09,6,7,1,1,2,0
2018-07-10,3,4,0,2,3,0
2018-07-11,5,1,0,6,2,0
2018-07-12,3,9,0,5,1,1
2018-07-13,0,3,0,2,3,1
2018-07-14,7,8,0,6,2,0
2018-07-15,4,3,1,7,6,0
2018-07-16,3,5,0,7,5,0
2018-07-17,1,6,0,2,3,0
2018-07-18,1,2,1,1,3,0
2018-07-19,0,2,0,1,2,1
2018-07-20,4,4,0,6,4,0
2018-07-21,1,4,0,4,5,1
2018-07-22,5,2,0,5,8,0
2018-07-23,5,7,0,5,0,0
2018-07-24,3,1,0,2,3,0
2018-07-25,2,5,0,5,2,0
2018-07-26,4,3,1,1,5,0
2018-07-27,3,4,0,2,3,0
2018-07-28,4,3,1,6,3,1
2018-07-29,7,6,0,8,2,0
2018-07-30,4,2,0,6,3,3
2018-07-31,5,6,0,4,3,0
2018-08-01,3,4,1,1,9,1
2018-08-02,6,4,1,5,7,1
2018-08-03,8,3,1,11,1,1
2018-08-04,7,6,0,8,9,0
2018-08-05,7,4,0,6,8,0
2018-08-06,5,4,0,7,5,0
2018-08-07,1,3,0,4,9,0
2018-08-08,7,2,0,6,16,0
2018-08-09,3,7,0,4,8,1
2018-08-10,7,4,0,4,10,0
2018-08-11,6,6,0,10,14,0
2018-08-12,9,5,0,12,7,1
2018-08-13,5,8,0,4,7,2
2018-08-14,5,9,0,9,8,1
2018-08-15,5,12,0,16,10,0
2018-08-16,7,9,0,5,11,1
2018-08-17,9,11,0,12,13,1
2018-08-18,6,8,0,6,7,4
2018-08-19,4,6,0,8,8,1
2018-08-20,7,6,0,7,7,5
2018-08-21,4,1,0,4,7,1
2018-08-22,2,8,0,7,10,1
2018-08-23,4,4,0,6,10,3
2018-08-24,5,1,0,7,6,4
2018-08-25,4,7,0,11,11,3
2018-08-26,10,7,0,10,7,5
2018-08-27,8,11,0,11,4,2
2018-08-28,7,7,0,11,8,6
2018-08-29,5,4,0,6,4,4
2018-08-30,3,6,0,8,7,5
2018-08-31,3,7,0,2,10,2
2018-09-01,14,13,0,17,16,5
2018-09-02,8,9,0,10,13,4
2018-09-03,0,9,0,7,7,4
2018-09-04,6,6,0,8,6,3
2018-09-05,4,10,0,6,10,3
2018-09-06,3,11,0,11,12,5
2018-09-07,4,9,1,7,10,2
2018-09-08,15,12,0,18,12,11
2018-09-09,12,13,0,11,14,7
2018-09-10,9,4,0,9,6,2
2018-09-11,3,4,0,8,10,2
2018-09-12,4,6,0,7,6,5
2018-09-13,12,7,0,16,17,2
2018-09-14,5,9,0,7,9,7
2018-09-15,8,12,0,22,15,5
2018-09-16,12,14,0,18,26,8
2018-09-17,4,3,0,5,8,2
2018-09-18,11,6,0,7,7,5
2018-09-19,15,8,0,10,22,8
2018-09-20,8,11,0,11,11,2
2018-09-21,5,8,0,10,8,9
2018-09-22,9,14,1,8,26,6
2018-09-23,8,13,0,15,15,10
2018-09-24,4,10,1,5,11,6
2018-09-25,8,7,0,16,14,4
2018-09-26,7,6,0,12,9,4
2018-09-27,9,11,0,9,11,3
2018-09-28,9,12,0,7,6,5
2018-09-29,2,12,0,16,8,9
2018-09-30,20,24,0,20,17,8
2018-10-01,10,13,1,20,9,8
2018-10-02,8,7,0,12,8,5
2018-10-03,5,5,0,11,14,0
2018-10-04,8,12,1,11,7,11
2018-10-05,10,11,0,10,5,5
2018-10-06,15,15,2,20,29,11
2018-10-07,14,19,1,26,24,20
2018-10-08,3,9,0,7,5,3
2018-10-09,5,8,0,12,21,5
2018-10-10,5,2,0,7,9,2
2018-10-11,9,7,1,12,9,4
2018-10-12,11,11,2,11,8,2
2018-10-13,15,25,2,36,18,6
2018-10-14,19,19,1,23,33,13
2018-10-15,6,4,0,8,13,6
2018-10-16,12,9,1,5,10,4
2018-10-17,4,7,0,11,7,3
2018-10-18,2,2,0,4,8,2
2018-10-19,2,7,1,6,10,5
2018-10-20,11,12,2,20,21,8
2018-10-21,17,13,2,22,22,9
2018-10-22,20,8,4,3,18,4
2018-10-23,8,5,1,5,3,8
2018-10-24,9,12,2,12,5,7
2018-10-25,6,9,2,6,6,4
2018-10-26,5,8,1,4,9,2
2018-10-27,17,16,1,18,20,10
2018-10-28,17,13,1,20,11,12
2018-10-29,5,6,0,7,6,3
2018-10-30,10,5,0,6,10,5
2018-10-31,18,8,1,8,21,5
2018-11-01,22,21,4,16,7,10
2018-11-02,21,11,4,8,5,1
2018-11-03,32,10,3,15,17,12
2018-11-04,22,7,2,10,14,10
2018-11-05,11,3,0,7,7,4
2018-11-06,13,3,1,9,8,3
2018-11-07,18,1,1,9,6,3
2018-11-08,13,5,3,5,10,8
2018-11-09,20,2,2,7,10,10
2018-11-10,16,10,4,14,0,9
2018-11-11,28,16,7,20,0,12
2018-11-12,8,2,4,7,8,5
2018-11-13,17,2,2,11,9,5
2018-11-14,19,8,6,7,11,3
2018-11-15,12,7,2,5,8,2
2018-11-16,21,7,1,7,8,9
2018-11-17,51,7,1,24,13,0
2018-11-18,27,6,4,13,7,0
2018-11-19,16,4,1,7,5,10
2018-11-20,8,2,4,4,2,3
2018-11-21,15,4,2,5,6,6
2018-11-22,0,0,0,0,0,0
2018-11-23,0,0,0,0,0,0
2018-11-24,0,0,0,0,0,0
2018-11-25,0,0,0,0,0,0
2018-11-26,0,0,0,0,0,0
2018-11-27,11,1,1,6,3,5
2018-11-28,19,1,3,5,9,4
2018-11-29,15,0,0,4,10,1
2018-11-30,12,1,3,5,7,9
2018-12-01,30,11,4,13,16,9
2018-12-02,40,6,2,17,29,16
2018-12-03,12,2,1,8,9,3
2018-12-04,11,1,1,1,5,3
2018-12-05,22,3,2,6,7,5
2018-12-06,18,1,0,6,8,4
2018-12-07,21,3,1,3,10,4
2018-12-08,43,6,4,14,16,10
2018-12-09,40,5,4,9,26,6
2018-12-10,29,1,0,10,10,8
2018-12-11,20,0,1,8,8,3
2018-12-12,28,4,0,6,11,14
2018-12-13,27,1,3,7,5,2
2018-12-14,31,4,1,9,6,4
2018-12-15,50,7,7,11,25,6
2018-12-16,62,10,7,13,34,13
2018-12-17,28,6,7,9,10,7
2018-12-18,40,6,3,9,9,4
2018-12-19,38,2,2,6,4,4
2018-12-20,47,6,2,11,11,6
2018-12-21,31,0,0,7,4,8
2018-12-22,79,9,5,17,23,7
2018-12-23,86,9,1,16,23,6
2018-12-24,45,2,3,7,15,4
2018-12-25,0,0,0,0,0,0
2018-12-26,25,1,0,7,10,2
2018-12-27,3,3,2,0,0,3
2018-12-28,2,4,1,1,1,0
2018-12-29,0,1,3,4,0,0
2018-12-30,0,1,1,4,4,1
2018-12-31,2,2,1,0,3,0
2019-01-01,0,0,0,0,0,0
2019-01-02,6,0,1,8,4,0
2019-01-03,5,1,0,2,2,0
2019-01-04,7,2,0,1,1,2
2019-01-05,10,0,0,6,4,0
2019-01-06,9,0,1,1,1,0
2019-01-07,11,1,0,1,2,0
2019-01-08,14,0,0,11,2,0
2019-01-09,12,0,0,2,3,0
2019-01-10,5,1,0,1,0,0
2019-01-11,8,0,0,2,4,1
2019-01-12,17,0,0,5,6,0
2019-01-13,18,0,1,7,6,1
2019-01-14,9,1,1,2,5,1
2019-01-15,1,0,0,8,7,0
2019-01-16,5,0,0,2,5,0
2019-01-17,11,0,0,2,1,0
2019-01-18,5,0,0,0,5,0
2019-01-19,6,2,1,6,6,1
2019-01-20,14,0,0,2,8,1
2019-01-21,8,0,0,4,3,0
2019-01-22,3,4,2,2,4,0
2019-01-23,4,0,0,1,2,1
2019-01-24,6,3,0,4,2,0
2019-01-25,5,1,0,3,4,1
2019-01-26,6,6,0,6,10,4
2019-01-27,11,2,0,5,4,8
2019-01-28,6,1,0,8,1,2
2019-01-29,1,0,0,2,4,1
2019-01-30,2,1,0,3,2,1
2019-01-31,1,0,0,4,2,1
2019-02-01,3,0,0,4,1,0
2019-02-02,18,7,0,9,7,2
2019-02-03,8,9,0,13,10,1
2019-02-04,5,3,0,5,2,0
2019-02-05,1,1,1,2,0,1
2019-02-06,5,2,0,6,4,1
2019-02-07,4,3,1,2,3,3
2019-02-08,8,0,0,5,6,0
2019-02-09,8,10,3,10,6,8
2019-02-10,19,13,0,17,9,11
2019-02-11,5,10,1,6,6,4
2019-02-12,8,2,0,2,2,1
2019-02-13,3,1,1,2,5,2
2019-02-14,3,0,1,2,8,2
2019-02-15,2,0,0,3,4,2
2019-02-16,5,3,1,10,4,7
2019-02-17,8,8,0,6,9,5
2019-02-18,6,4,0,7,4,6
2019-02-19,5,3,0,4,5,8
2019-02-20,7,5,0,4,4,3
2019-02-21,4,2,1,4,3,5
2019-02-22,13,3,0,11,4,6
2019-02-23,16,12,1,18,10,8
2019-02-24,10,7,0,11,7,2
2019-02-25,9,8,0,3,2,5
2019-02-26,2,2,0,6,2,6
2019-02-27,13,7,0,9,2,4
2019-02-28,3,7,1,7,7,4
2019-03-01,7,10,0,3,3,6
2019-03-02,24,20,0,19,5,5
2019-03-03,9,9,0,13,6,10
2019-03-04,1,6,0,9,4,7
2019-03-05,2,3,1,3,2,4
2019-03-06,4,3,0,4,2,3
2019-03-07,8,4,0,7,5,3
2019-03-08,12,12,2,14,4,2
2019-03-09,16,7,0,13,1,7
2019-03-10,19,9,1,21,4,15
2019-03-11,0,3,0,2,2,6
2019-03-12,10,4,0,3,1,1
2019-03-13,5,6,1,7,2,3
2019-03-14,7,2,0,8,2,4
2019-03-15,5,0,0,5,1,1
2019-03-16,19,18,1,15,9,11
2019-03-17,18,11,0,16,10,9
2019-03-18,5,9,5,4,5,3
2019-03-19,5,15,1,7,10,7
2019-03-20,7,5,0,7,3,5
2019-03-21,3,7,1,6,4,7
2019-03-22,3,14,0,11,9,12
2019-03-23,10,16,2,10,15,13
2019-03-24,9,11,1,6,11,10
2019-03-25,1,5,0,3,6,6
2019-03-26,15,9,0,12,2,7
2019-03-27,1,6,0,6,4,6
2019-03-28,7,5,0,5,3,6
2019-03-29,14,2,1,6,2,9
2019-03-30,25,12,1,22,11,15
2019-03-31,16,12,0,12,8,12
2019-04-01,6,1,0,7,7,8
2019-04-02,6,9,0,8,11,2
2019-04-03,11,8,1,7,2,10
2019-04-04,10,4,0,6,2,5
2019-04-05,8,11,2,7,6,6
2019-04-06,13,28,1,18,9,19
2019-04-07,30,24,0,15,11,16
2019-04-08,11,10,0,15,8,11
2019-04-09,10,9,1,11,7,5
2019-04-10,12,11,0,9,1,9
2019-04-11,12,12,0,13,2,6
2019-04-12,8,3,0,3,9,7
2019-04-13,22,26,0,25,15,11
2019-04-14,18,14,2,22,21,22
2019-04-15,8,9,0,16,7,7
2019-04-16,8,11,0,7,8,8
2019-04-17,8,12,0,12,9,12
2019-04-18,10,10,0,13,4,4
2019-04-19,11,13,1,16,8,6
2019-04-20,11,16,0,9,14,9
2019-04-21,0,0,0,0,0,0
2019-04-22,16,13,0,8,8,3
2019-04-23,10,14,0,15,15,15
2019-04-24,13,15,0,13,6,8
2019-04-25,6,14,0,9,14,9
2019-04-26,26,18,1,14,21,5
2019-04-27,22,24,0,24,14,19
2019-04-28,24,17,0,21,28,10
2019-04-29,11,14,0,13,11,10
2019-04-30,7,14,0,7,3,8
2019-05-01,20,12,0,12,13,12
2019-05-02,13,7,0,8,5,6
2019-05-03,2,16,0,9,8,6
2019-05-04,27,26,1,20,28,22
2019-05-05,33,18,0,14,19,9
2019-05-06,16,13,3,11,10,5
2019-05-07,9,14,1,4,10,7
2019-05-08,6,11,0,9,7,4
2019-05-09,5,7,0,11,9,13
2019-05-10,15,16,1,18,9,10
2019-05-11,22,24,1,20,7,11
2019-05-12,27,18,0,29,23,15
2019-05-13,10,6,1,8,8,4
2019-05-14,4,13,0,10,8,4
2019-05-15,5,7,1,6,8,6
2019-05-16,12,11,0,18,7,7
2019-05-17,21,12,0,20,8,6
2019-05-18,14,22,0,20,10,7
2019-05-19,18,22,0,19,21,11
2019-05-20,5,7,0,6,9,2
2019-05-21,5,11,0,7,10,3
2019-05-22,13,7,0,14,4,5
2019-05-23,11,7,0,12,9,2
2019-05-24,10,6,0,7,10,8
2019-05-25,12,24,1,35,18,12
2019-05-26,15,22,1,29,18,7
2019-05-27,4,10,1,8,16,5
